unit_id,label_zh,label_en,symbol,alias,quantitykind,dimensionVec,conversionVal,basicUnit,frequency,keywords_zh,description_zh,description_en,informativeReference
LB,磅,Pound Mass,lb,,Mass,A0E0L0I0M1H0T0D0,0.45359237,KiloGM,67.44624843718069,"重量,英制,称重",磅是一种质量单位，常用于英制计量系统，在国际单位制中以千克为基本单位。一磅等于453.59237克。在一些国家和地区，磅仍然是一种常用的质量单位。,"A pound of mass, based on the international standard definition of the pound as exactly 0.45359237 kg.",",http://baike.baidu.com/subview/130646/19875012.htm"
LB-DEG_F,磅华氏度,Pound Degree Fahrenheit,lbm·°F,,MassTemperature,A0E0L0I0M1H1T0D0,0.45359237,KiloGM-K,47.44305723652862,,它其实是英制温度单位的一种，用于测量温度。1磅·华氏度等于将一磅的物质加热到1华氏度所需的热量。在物理学或化学实验中，它可能是用于测量热量的一个单位，但并不是作为货币单位使用的。,"(Pound Degree Fahrenheit is an Imperial unit for Mass Temperature expressed as (lb-degF).""",
LB-DEG_R,磅兰氏度,Pound Degree Rankine,lbm·°Ra,,MassTemperature,A0E0L0I0M1H1T0D0,0.45359237,KiloGM-K,36.52125282170455,,磅兰氏度是热力学中温度的单位，是将英寸磅制单位和兰氏温度制单位结合而成的单位。它通常用于工程学和航空工业中，用于衡量温度的变化和热力学量的计算。,"(Pound Degree Rankine is an Imperial unit for Mass Temperature expressed as (lb-degR).""",
LB-FT2,磅质量平方英尺,Pound Mass (avoirdupois) Square Foot,lbm·ft2,,MomentOfInertia,A0E0L2I0M1H0T0D0,0.04214011,KiloGM-M2,46.15059322214676,,它是一个用于测量压力的单位，表示每平方英尺的力量。常用于工程和建筑领域，特别是在结构设计和建筑物负荷分配的计算中。,,
LB-IN,磅质量英寸,Pound Mass (avoirdupois) Inch,lbm·in,,LengthMass,A0E0L1I0M1H0T0D0,0.011521246,M-KiloGM,48.26697278345171,,它是一个力矩单位，表示单位长度上的力矩，常用于描述机械传动系统的转矩大小。一磅质量英寸等于在距离为一英寸的点上施加一磅质量的力所产生的力矩大小。,,
LB-IN2,磅质量平方英寸,Pound Mass (avoirdupois) Square Inch,lbm·in2,,MomentOfInertia,A0E0L2I0M1H0T0D0,0.00029264,KiloGM-M2,39.72965213917784,,PSI是磅力（pound force）每平方英寸 (square inch) 的缩写，是常用的压强单位。在英制单位中，磅力常被使用来测量力的大小，而平方英寸则用来测量面积，两者组合起来就构成了压强单位。,,
LB-MOL,磅摩尔,Pound Mole,lbm·mol,,MassAmountOfSubstance,A1E0L0I0M0H0T0D0,0.45359237,MOL,43.86213110274525,,它是用来表示化学物质量的单位，表示一磅物质中所含有的分子数目。常用于化学反应中计算物质的量。,"<p><strong>Pound Mole</strong> is a unit for Mass Amount Of Substance expressed as (lb-mol).</p>.""",
LB-MOL-DEG_F,磅摩尔华氏度,Pound Mole Degree Fahrenheit,lbm·mol·°F,,MassAmountOfSubstanceTemperature,A1E0L0I0M0H1T0D0,1.0,LB-MOL-DEG_F,45.73472240564523,,它是热力学温度单位的一种，表示在摩尔数为1，温度变化1华氏度时所需的热量。常用于化学反应的热力学计算。,"(Pound Mole Degree Fahrenheit is a unit for Mass Amount Of Substance Temperature expressed as (lb-mol-degF).""",
LB-PER-DAY,磅每天,Pound (avoirdupois) Per Day,lbm/d,,MassFlowRate,A0E0L0I0M1H0T-1D0,5.25e-06,,43.53100994430514,,磅每天是用于表示质量每天的增加或减少的单位，常用于描述牲畜、家禽或赛马等动物体重的增长或减少速度。,,
LB-PER-FT,磅每英尺,Pound per Foot,lbm/ft,,MassPerLength,A0E0L-1I0M1H0T0D0,1.488163944,KiloGM-PER-M,55.9145805751817,,它是一个用于衡量密度、重量或力量每单位长度的单位。常用于测量材料的密度或力学特性，如梁的承载能力。,"""Pound per Foot"" is an Imperial unit for  Mass Per Length expressed as (lb/ft).""",
LB-PER-FT-HR,磅每英尺小时,Pound per Foot Hour,lbm/ft·h,,DynamicViscosity,A0E0L-1I0M1H0T-1D0,0.000413379,PA-SEC,51.4482556384055,,磅每英尺小时是一个用于测量流体黏度的单位，特别是在石油工业中常被使用。它表示在1小时内通过每英尺长度的管道内流动的液体与管道壁之间的摩擦阻力。,"""Pound per Foot Hour"" is an Imperial unit for  Dynamic Viscosity expressed as (lb/(ft-hr)).""",
LB-PER-FT-SEC,磅每英尺秒,Pound per Foot Second,lbm/ft·s,,DynamicViscosity,A0E0L-1I0M1H0T-1D0,1.488163944,PA-SEC,54.671638554137104,,磅每英尺秒是英制单位制中用于测量动力和扭矩的单位。它表示在一个重量为1磅的物体下，扭矩每秒增加1英尺。常用于工程和机械应用中。,"""Pound per Foot Second"" is an Imperial unit for  Dynamic Viscosity expressed as (lb/(ft-s)).""",
LB-PER-FT2,磅团每平方英尺,Pound Mass (avoirdupois) Per Square Foot,lbm/ft2,,MassPerArea,A0E0L-2I0M1H0T0D0,4.882428,KiloGM-PER-M2,46.15059322214676,,该单位是用于测量表面密度或压力的单位，特别是在建筑材料和建筑结构的领域中常用。它表示每平方英尺(1平方英尺=0.093平方米)的质量。,,
LB-PER-FT3,磅每立方英尺,Pound per Cubic Foot,lbm/ft3,,Density,A0E0L-3I0M1H0T0D0,16.01846337,,42.78454154560457,,它是一个密度的单位，表示每立方英尺的物体重量。常用于描述固体或液体的密度。,"""Pound per Cubic Foot"" is an Imperial unit for  Density expressed as (lb/ft^{3}).""",
LB-PER-GAL,磅每加仑,Pound per Gallon,,,Density,A0E0L-3I0M1H0T0D0,99.7763727,,41.55957239204159,,磅每加仑是一个单位用于表示液体密度的英美制单位。常用于美国的汽车工业中，用来描述汽车油料的浓度和密度。,"""Pound per Gallon"" is an Imperial unit for  Density expressed as (lb/gal).""",
LB-PER-GAL_UK,磅每加仑,Pound (avoirdupois) Per Gallon,,,Density,A0E0L-3I0M1H0T0D0,99.77637,,44.05945496329673,,这是一个常用于测量液体密度的单位，它表示每加仑液体中所含的磅数。常用于测量燃料、润滑油等的密度。,,
LB-PER-GAL_US,磅每加仑（美国）,Pound (avoirdupois) Per Gallon (US),lbm/gal,,Density,A0E0L-3I0M1H0T0D0,,,36.01087885697531,,它是一个用于衡量液体密度的单位，表示每加仑（美国）液体中的磅数。常用于化学、工程和制造行业中的密度计算。,,
LB-PER-HR,磅每小时,Pound per Hour,lbm/h,,"MassFlowRate,MassPerTime",A0E0L0I0M1H0T-1D0,0.000125998,KiloGM-PER-SEC,56.1141678105703,,磅每小时是用于测量质量流量（如液体或气体）的单位，表示每小时的质量流量。常用于工程和物流领域。,"Pound per hour is a mass flow unit. It is abbreviated as PPH or more conventionally as lb/h. Fuel flow for engines is usually expressed using this unit, it is particularly useful when dealing with gases or liquids as volume flow varies more with temperature and pressure. (1 lb/h = 0.4535927 kg/h = 126.00 mg/s).  Minimum fuel intake on a jumbojet can be as low as 150 lb/h when idling, however this is not enough to sustain flight.""",http://en.wikipedia.org/wiki/Pound_per_hour?oldid=328571072
LB-PER-IN,磅每英寸,Pound per Inch,lbm/in,,MassPerLength,A0E0L-1I0M1H0T0D0,17.85796732,KiloGM-PER-M,55.22733384606244,,它是一种力学或压力单位，表示每英寸长度的压力或张力所需的磅数。常用于描述材料的抗拉强度或压缩强度等。,"""Pound per Inch"" is an Imperial unit for  Mass Per Length expressed as (lb/in).""",
LB-PER-IN2,磅每平方英寸,Pound (avoirdupois) Per Square Inch,lbm/in2,,"MassPerArea,MeanMassRange,SurfaceDensity",A0E0L-2I0M1H0T0D0,,KiloGM-PER-M2,39.72965213917784,,磅每平方英寸是压力的单位，用于描述单位面积上所受到的力的大小。常用于描述气体或液体的压力。,,
LB-PER-IN3,磅每立方英寸,Pound per Cubic Inch,lbm/in3,,Density,A0E0L-3I0M1H0T0D0,27679.90471,,42.64428335927489,,磅每立方英寸是一个压力单位，表示单位体积内所受的压力。它常用于气体、液体和固体等的力学性质描述。常见的别名包括psi和pdi。,"""Pound per Cubic Inch"" is an Imperial unit for  Density expressed as (lb/in^{3}).""",
LB-PER-M3,磅每立方米,Pound per Cubic Metre,lbm/m3,,Density,A0E0L-3I0M1H0T0D0,0.45359237,,48.26697278345171,,磅每立方米是密度的单位，表示每立方米物质的质量。常用于描述固体、液体和气体的密度。,"""Pound per Cubic Meter"" is a unit for  Density expressed as (lb/m^{3}).""",
LB-PER-MIN,磅每分钟,Pound per Minute,lbm/min,,"MassFlowRate,MassPerTime",A0E0L0I0M1H0T-1D0,0.007559873,KiloGM-PER-SEC,53.69671156527422,,磅每分钟是一个衡量质量流量的单位，通常用于描述流体的流量或气体的排放量。其定义为每分钟单位时间内通过的质量，单位为磅。,"""Pound per Minute"" is an Imperial unit for  Mass Per Time expressed as (lb/min).""",
LB-PER-SEC,磅每秒,Pound (avoirdupois) Per Second,lbm/s,,MassFlowRate,A0E0L0I0M1H0T-1D0,0.4535924,,48.26697278345171,,磅每秒是衡制质量单位磅（英制）在时间单位秒内经过的速率，常用于描述物体的运动速度和加速度等物理量。,,
LB-PER-YD3,磅每立方码,Pound per Cubic Yard,lbm/yd3,,Density,A0E0L-3I0M1H0T0D0,0.593276421,,40.92928355350005,,这是一个用于衡量土壤或废物密度的单位，表示每立方码的质量。在一些国家中，它也用于衡量混凝土等材料的密度。,"""Pound per Cubic Yard"" is an Imperial unit for  Density expressed as (lb/yd^{3}).""",
LB_F,磅力,Pound Force,lbf,,Force,A0E0L1I0M1H0T-2D0,4.448222,N,37.56081874599984,"重力,物体,力度",磅力是英制力量单位系统中的一个单位，表示1磅物体受到的重力。在工程上常用于表示机械强度和力的大小。,"""Pound Force"" is an Imperial unit for  Force expressed as (lbf).""","http://en.wikipedia.org/wiki/Pound-force?oldid=453191483,http://baike.baidu.com/view/2292723.htm"
LB_F-FT,磅力英尺,Pound Force Foot,lbf·ft,,Torque,A0E0L2I0M1H0T-2D0,1.35581807,N-M,43.974216237421125,,它是一个物理力量单位，用于测量扭矩或力矩，其定义为在距离一个牵引力点一英尺处施加一磅力所需的扭矩。常用于工程和机械领域。,"""Pound Force Foot"" is an Imperial unit for  Torque expressed as (lbf-ft).""",
LB_F-IN,磅力英寸,Pound Force Inch,lbf·in,,Torque,A0E0L2I0M1H0T-2D0,0.112984839,N-M,44.603583495471135,,磅力英寸是一个力矩的单位，表示在一个英寸上施加一个磅力对物体产生的扭矩。它常用于描述旋转机械的输出力矩，比如电机或发动机。,"""Pound Force Inch"" is an Imperial unit for  Torque expressed as (lbf-in).""",
LB_F-PER-FT,磅力每英尺,Pound Force per Foot,lbf/ft,,ForcePerLength,A0E0L0I0M1H0T-2D0,14.5939042,N-PER-M,40.79561536065649,,磅力每英尺是一个用于描述力在长度范围内的单位，通常用于工程、建筑和机械设计中。它表示单位长度上的力，比如在一根杆子或管道上的受力。,"""Pound Force per Foot"" is an Imperial unit for  Force Per Length expressed as (lbf/ft).""",
LB_F-PER-FT2,磅力每平方英尺,Pound Force per Square Foot,lbf/ft2,,ForcePerArea,A0E0L-1I0M1H0T-2D0,47.8802631,PA,40.79561536065649,,它是衡量单位面积上施加的压力的单位，常用于工程中描述物体的承载力或承受力。其定义为每平方英尺受到一磅力的压力。,Pounds or Pounds Force per Square Foot is a British (Imperial) and American pressure unit which is directly related to the psi pressure unit by a factor of 144 (1 sq ft = 12 in x 12 in = 144 sq in). 1 Pound per Square Foot equals 47.8803 Pascals. The psf pressure unit is mostly for lower pressure applications such as specifying building structures to withstand a certain wind force or rating a building floor for maximum weight load.,
LB_F-PER-IN,磅力每英寸,Pound Force per Inch,lbf/in,,ForcePerLength,A0E0L0I0M1H0T-2D0,175.12685,N-PER-M,43.1497874839465,,它是一个物理单位，用于表示单位长度上的力大小。常用于描述材料的强度和刚度，特别是在机械工程中。其单位为磅力/英寸，通常表示为lbf/in或psi。,"""Pound Force per Inch"" is an Imperial unit for  Force Per Length expressed as (lbf/in).""",
LB_F-PER-IN2,磅力每平方英寸,Pound Force per Square Inch,psia,,ForcePerArea,A0E0L-1I0M1H0T-2D0,6894.75789,PA,41.40707443485383,,它是衡量压力的单位，表示每平方英寸所受的磅力。常用于描述汽车轮胎的胎压、液压系统的压力等。,"""Pound Force per Square Inch"" is an Imperial unit for  Force Per Area expressed as (psia).""",http://en.wikipedia.org/wiki/Pounds_per_square_inch?oldid=485678341
LB_F-PER-IN2-DEG_F,磅力每平方英寸华氏度,Pound Force Per Square Inch Degree Fahrenheit,lbf/in2·°F,,VolumetricHeatCapacity,A0E0L-1I0M1H-1T-2D0,12410.56,J-PER-M3-K,45.75670854222291,,它是衡量压力、温度变化等的单位，常用于工程和物理学中。磅力是力的单位，平方英寸是面积的单位，华氏度是温度的单位。这个单位的完整写法比较冗长，通常使用缩写。,,
LB_F-PER-IN2-SEC,磅力每平方英寸秒,Pound Force per Square Inch Second,lbf/in2·s,,ForcePerAreaTime,A0E0L-1I0M1H0T-3D0,6894.75789,PA-PER-SEC,45.75670854222291,,它是一个测量动态粘度的单位，常用于描述液体的粘度和流动性。磅力每平方英寸秒表示单位时间内单位面积内所受的力量。,"""Pound Force per Square Inch Second"" is a unit for  Force Per Area Time expressed as (lbf / in^{2}-s).""",
LB_F-PER-LB,磅力每磅,Pound Force per Pound,lbf/lbm,,ThrustToMassRatio,A0E0L1I0M0H0T-2D0,9.80665085,N-PER-KiloGM,45.93329574150778,,磅力每磅是力的单位，用于美国工程领域中表示压力或拉力。它的定义为：在标准重力加速度下，每磅质量的物体所受的力。,"""Pound Force per Pound"" is an Imperial unit for  Thrust To Mass Ratio expressed as (lbf/lb).""",
LB_F-SEC-PER-FT2,磅力秒每平方英尺,Pound Force Second per Square Foot,lbf·s/ft2,,DynamicViscosity,A0E0L-1I0M1H0T-1D0,47.8802631,PA-SEC,46.46735068987535,,它是一个单位，表示在一个平方英尺的面积上施加一磅力所需时间。常用于描述流体的黏度。,"""Pound Force Second per Square Foot"" is an Imperial unit for  Dynamic Viscosity expressed as (lbf-s/ft^{2}).""",
LB_F-SEC-PER-IN2,磅力秒每平方英寸,Pound Force Second per Square Inch,lbf·s/in2,,DynamicViscosity,A0E0L-1I0M1H0T-1D0,6894.75789,PA-SEC,45.75670854222291,,它是一个衡量动力粘度的单位，通常用于描述液体的流动性质，特别是在机械和工程领域中。在美国，它是常用的单位之一。,"""Pound Force Second per Square Inch"" is an Imperial unit for  Dynamic Viscosity expressed as (lbf-s/in^{2}).""",
LB_T,磅特洛伊,Pound Troy,lbt,,Mass,A0E0L0I0M1H0T0D0,0.373241722,KiloGM,26.52558529119061,"千瓦时,电力,能量",磅特洛伊是一种质量单位，通常用于测量珠宝、贵金属等贵重物品的重量，也用作药品计量单位。一个磅特洛伊等于12 盎司特洛伊。,"An obsolete unit of mass; the Troy Pound has been defined as exactly 5760 grains, or 0.3732417216 kg. A Troy Ounce is 1/12th of a Troy Pound.",
LM,流明,lumen,lm,,LuminousFlux,A0E0L0I1M0H0T0D0,,LM,60.68201970266939,"光,亮度,光照",流明是一个光通量的单位，用于描述光源发出的总光量。它是国际制的标准单位之一，常用于描述灯具的光亮度和对环境的照明效果。,"The SI unit for measuring the flux of light being produced by a light source or received by a surface. The intensity of a light source is measured in candelas. One lumen represents the total flux of light emitted, equal to the intensity in candelas multiplied by the solid angle in steradians into which the light is emitted. A full sphere has a solid angle of (4cdotpi) steradians. A light source that uniformly radiates one candela in all directions has a total luminous flux of (1 cdcdot 4 pi sr = 4 pi cd cdot sr approx 12.57 ; text{lumens}). ""Lumen"" is a Latin word for light.""","http://en.wikipedia.org/wiki/Lumen?oldid=492885414,http://baike.baidu.com/subview/78630/78630.htm"
LM-PER-W,流明/瓦特,Lumen per Watt,lm/W,,"LuminousEfficacy,SpectralLuminousEfficiency",A0E0L-2I1M-1H0T-3D0,,LM-PER-W,51.5959812906001,,它是光通量效率的度量单位，表示每瓦特电能产生的光通量。常用于描述光源的亮度和能效。,"A measurement of luminous efficacy, which is the light output in lumens using one watt of electricity.",
LM-SEC,流明秒,lumen second,lm·s,,LuminousEnergy,A0E0L0I1M0H0T1D0,,LM-SEC,49.97705819679322,,流明秒是光通量和时间的乘积，用于测量光源的发光量，特别是在照明应用中。,"In photometry, the lumen second is the SI derived unit of luminous energy. It is based on the lumen, the SI unit of luminous flux, and the second, the SI base unit of time.  The lumen second is sometimes called the talbot (symbol T).  An older name for the lumen second was the lumberg.",
LUX,勒克斯,Lux,lx,米烛光,LuminousFluxPerArea,A0E0L-2I1M0H0T0D0,1.0,LUX,36.67340943131353,"光照,照明,光强",卢克斯是国际制单位制中用来描述光照强度的单位，指的是光线照射到某个面积上的光通量，单位为流明每平方米。它常用于衡量光照强度，例如在照明设计中常会考虑使用多少卢克斯的照明效果。,"The SI unit for measuring the illumination (illuminance) of a surface. One lux is defined as an illumination of one lumen per square meter or 0.0001 phot. In considering the various light units, its useful to think about light originating at a point and shining upon a surface. The intensity of the light source is measured in candelas; the total light flux in transit is measured in lumens (1 lumen = 1 candelau00b7steradian); and the amount of light received per unit of surface area is measured in lux (1 lux = 1 lumen/square meter). One lux is equal to approximately 0.09290 foot candle.","http://en.wikipedia.org/wiki/Lux?oldid=494700274,http://baike.baidu.com/view/333290.htm"
LUX-HR,勒克斯小时,Lux Hour,lx·h,,LuminousExposure,A0E0L0I0M1H0T-1D0,3600.0,LUX-SEC,46.08387325383468,,勒克斯小时是光照度累积值的单位，指在一段时间内照射面积单位上的光通量总和。常用于评估光源的强度和持久性。,"The SI unit for measuring the illumination (illuminance) of a surface. One lux is defined as an illumination of one lumen per square meter or 0.0001 phot. In considering the various light units, its useful to think about light originating at a point and shining upon a surface. The intensity of the light source is measured in candelas; the total light flux in transit is measured in lumens (1 lumen = 1 candelau00b7steradian); and the amount of light received per unit of surface area is measured in lux (1 lux = 1 lumen/square meter). One lux is equal to approximately 0.09290 foot candle.",http://en.wikipedia.org/wiki/Lux?oldid=494700274
LY,光年,Light Year,ly,,Length,A0E0L1I0M0H0T0D0,9460000000000000.0,M,63.48017803440794,"星星,宇宙,距离",光年是天文学中用来表达距离的单位，表示光在真空中传播一年所经过的距离，约为9.46万亿千米，常用于描述星际距离和宇宙的尺度。,"A unit of length defining the distance, in meters, that light travels in a vacuum in one year.","http://en.wikipedia.org/wiki/Light-year?oldid=495083584,http://baike.baidu.com/subview/17539/10542575.htm"
LaoKip,老挝语睡觉,Lao kip, ?,,Currency,A0E0L0I0M0H0T0D1,,,10.0,"语言,老挝,睡觉,通行",,Laos,
Lari,拉里,Lari,,,Currency,A0E0L0I0M0H0T0D1,,,10.0,"移动,运动,速度",,Georgia,http://en.wikipedia.org/wiki/Lari?oldid=486808394
LatvianLats,拉脱维亚拉特,Latvian Lats,LS,,Currency,A0E0L0I0M0H0T0D1,,,10.0,"货币,兑换,欧元",,Latvia,"http://en.wikipedia.org/wiki/Latvian_lats?oldid=492800402,http://baike.baidu.com/view/1934944.htm"
LebanesePound,黎巴嫩镑,Lebanese Pound,,黎巴嫩列弗,Currency,A0E0L0I0M0H0T0D1,,,10.0,"货币,零钱,现金",,Lebanon,"http://en.wikipedia.org/wiki/Lebanese_pound?oldid=495528740,http://baike.baidu.com/view/456817.htm"
Lek,莱克河,Lek,,,Currency,A0E0L0I0M0H0T0D1,,,10.0,"河流,冰川,水域",,Albania,http://en.wikipedia.org/wiki/Lek?oldid=495195665
Lempira,伦皮拉,Lempira,,,Currency,A0E0L0I0M0H0T0D1,,,10.0,"电导,电阻,电流",,Honduras,"http://en.wikipedia.org/wiki/Lempira?oldid=389955747,http://baike.baidu.com/view/263290.htm"
Leone,利昂,Leone,,,Currency,A0E0L0I0M0H0T0D1,,,10.0,"汇率,经济,货币,债务",,Sierra Leone,http://en.wikipedia.org/wiki/Sierra_Leonean_leone?oldid=493517965
LiberianDollar,赖比瑞亚元,Liberian Dollar,,,Currency,A0E0L0I0M0H0T0D1,,,10.0,"货币,兑换,美元,汇率",,Liberia,http://en.wikipedia.org/wiki/Liberian_dollar?oldid=489549110
LibyanDinar,利比亚第纳尔,Libyan Dinar,,,Currency,A0E0L0I0M0H0T0D1,,,10.0,"货币,钱,兑换,外汇",,Libya,"http://en.wikipedia.org/wiki/Libyan_dinar?oldid=491421981,http://baike.baidu.com/view/272525.htm"
Lilangeni,里兰吉尼,Lilangeni,,,Currency,A0E0L0I0M0H0T0D1,,,10.0,"汽车,速度,赛车,超级跑车",,Swaziland,http://en.wikipedia.org/wiki/Swazi_lilangeni?oldid=490323340
LithuanianLitas,立陶宛的立特,Lithuanian Litas,,,Currency,A0E0L0I0M0H0T0D1,,,10.0,"货币,兑换,银行,欧元",,Lithuania,http://en.wikipedia.org/wiki/Lithuanian_litas?oldid=493046592
Loti,洛蒂,Loti,,,Currency,A0E0L0I0M0H0T0D1,,,10.0,"面积,体积,长度",,Lesotho,http://en.wikipedia.org/wiki/Loti?oldid=384534708
LunarMass,月球质量,Lunar mass,,,Mass,A0E0L0I0M1H0T0D0,7.342e+22,KiloGM,12.58449658920892,"地球,太空,重力",它是一个质量单位，用于描述物体的质量与月球的质量相等。通常用于天文学和太空科学中。没有“月亮的团”这个别名。,,http://en.wikipedia.org/wiki/Moon?oldid=494566371
M,米,Metre,m,公尺,Length,A0E0L1I0M0H0T0D0,1.0,M,100.0,"长度,距离,高度",米是国际制单位制中的基本单位之一，用于测量长度、距离和高度等。,"The metric and SI base unit of distance.  The 17th General Conference on Weights and Measures in 1983 defined the meter as that distance that makes the speed of light in a vacuum equal to exactly 299 792 458 meters per second. The speed of light in a vacuum, (c), is one of the fundamental constants of nature. The meter is equal to approximately 1.093 613 3 yards, 3.280 840 feet, or 39.370 079 inches.""","http://en.wikipedia.org/wiki/Metre?oldid=495145797,http://baike.baidu.com/subview/44946/6790491.htm"
M-K,米开尔文,Metre Kelvin,m K,,LengthTemperature,A0E0L1I0M0H1T0D0,1.0,M-K,54.79715599979943,,“Metre Kelvin”不是一个常见的物理单位或货币单位。根据国际单位制，温度的单位是开尔文（Kelvin），而长度的单位是米（Metre）。如果将它们组合起来，可以表示物质的热容量。但是，这个单位在实践中并不常用，因此没有常见的别名。,"(Meter Kelvin is a unit for Length Temperature expressed as (m K).""",
M-K-PER-W,米开尔文每瓦,Metre Kelvin per Watt,m·K/W,,ThermalResistivity,A0E0L-1I0M-1H1T3D0,1.0,K-M-PER-W,51.07364244196111,,米开尔文每瓦是热阻的单位，表示材料对热的导热能力。是用Kelvin per Watt除以米制长度单位制的基本单位之一，用于描述材料的热学性质。,"(Meter Kelvin per Watt is a unit for Thermal Resistivity expressed as (K-m/W).""",
M-KiloGM,米千克,Metre Kilogram,m·kg,,LengthMass,A0E0L1I0M1H0T0D0,1.0,M-KiloGM,59.696811306480285,," ""Metre Kilogram"" 不是一个常见的物理单位或货币单位。可能是指米和千克两个单独的单位，如用于描述物体的质量和尺寸。",,
M-PER-FARAD,米每法拉,Metre per Farad,m/F,,InversePermittivity,A0E-2L3I0M1H0T-4D0,1.0,M-PER-FARAD,43.495781194899855,,“Metre per Farad”是电容的单位，表示每法拉电容所储存的电量所需的电势差的长度。常用于描述电路的电容特性。,,
M-PER-HR,米每小时,Metre per Hour,m/h,,Velocity,A0E0L1I0M0H0T-1D0,0.000277778,,66.11813543970614,,米每小时是测量速度的单位，表示物体每小时移动的距离。常用于交通工具的速度测量。,"Metre per hour is a metric unit of both speed (scalar) and velocity (Vector (geometry)). Its symbol is m/h or mu00b7h-1 (not to be confused with the imperial unit symbol mph. By definition, an object travelling at a speed of 1 m/h for an hour would move 1 metre.",
M-PER-K,米每开尔文,Metre per Kelvin,m/K,,LinearThermalExpansion,A0E0L1I0M0H-1T0D0,1.0,M-PER-K,52.577247609567486,,是温度线性膨胀系数的单位，表示温度变化1开尔文时，长度变化的比例。常用于描述材料的热膨胀性质。,,
M-PER-MIN,米每分钟,Metre per Minute,m/min,,Velocity,A0E0L1I0M0H0T-1D0,0.016666667,,63.90465489850795,,这是一个物理单位，用于测量物体在单位时间内的移动速度。它表示每分钟移动的距离。,"Meter Per Minute (m/min) is a unit in the category of Velocity. It is also known as meter/minute, meters per minute, metre per minute, metres per minute. Meter Per Minute (m/min) has a dimension of LT-1 where L is length, and T is time. It can be converted to the corresponding standard SI unit m/s by multiplying its value by a factor of 0.016666666666",
M-PER-SEC,米每秒,Metre per Second,m/s,,"ElectromagneticWavePhaseSpeed,Speed,Velocity",A0E0L1I0M0H0T-1D0,1.0,M-PER-SEC,73.76514470294634,,米每秒是物理学中用于测量速度的国际制单位，表示1秒内物体移动的距离。它可以用于测量风速、水流速度、运动员的速度等。,"""""Metre per second is an SI derived unit of both speed (scalar) and velocity (vector quantity which specifies both magnitude and a specific direction), defined by distance in metres divided by time in seconds.

The official SI symbolic abbreviation is mu00b7s-1, or equivalently either m/s.""""",
M-PER-SEC2,米每平方秒,Metre per Square Second,m/s2,,Acceleration,A0E0L1I0M0H0T-2D0,1.0,M-PER-SEC2,43.59960709390816,,它是加速度的单位，表示每秒钟速度增加1米的速度。常用于描述物体的加速度和匀加速直线运动。,"The (meter per Square second) is the unit of acceleration in the International System of Units (SI). As a derived unit it is composed from the SI base units of length, the metre, and the standard unit of time, the second. Its symbol is written in several forms as (m/s^2), or (m s^{-2}). As acceleration, the unit is interpreted physically as change in velocity or speed per time interval, that is, (metre per second per second).""",
M-PER-YR,米每年,Metres per year,m/a,,Velocity,A0E0L1I0M0H0T-1D0,3.17e-08,,44.90195224525688,,它是一个速度单位，用于测量物体或物质每年移动的距离，通常用于描述自然地理或环境科学。,A rate of change of SI standard unit length over a period of an average calendar year (365.25 days).,
M2,平方米,Square Metre,m2,"平方,平米","Area,NuclearQuadrupoleMoment",A0E0L2I0M0H0T0D0,1.0,M2,95.98511445980316,"面积,建筑,地板",平方米表示一个正方形的面积，其中每条边长为一米。它是国际制单位制中的基本单位之一，常用于测量面积和计算房屋和土地面积。,The S I unit of area is the square metre.,"http://en.wikipedia.org/wiki/Square_metre?oldid=490945508,http://baike.baidu.com/view/56122.htm"
M2-HR-DEG_C-PER-KiloCAL_IT,平方米小时摄氏度每千卡,Square Metre Hour Degree Celsius Per Kilocalorie (international Table),m2·h·°C/kcal,,ThermalInsulance,A0E0L0I0M-1H1T3D0,0.859845,M2-K-PER-W,48.19720329336136,,它是一个热传导系数的单位，用于描述单位面积的热流通过单位厚度的物质的能力。这个单位实际上是由多个基本单位组合而成，因此只在某些特殊场合下使用。,,
M2-HZ,平方米赫兹,Square metres Hertz,m2·Hz,,AreaPerTime,A0E0L2I0M0H0T-1D0,1.0,M2-PER-SEC,48.28661978788671,,平方米赫兹是用于描述电磁波通量密度的单位，表示每平方米的面积内的赫兹数。它常用于无线电通信和雷达领域。,,
M2-HZ2,平方米平方赫兹,Square Metres square Hertz,m2·Hz2,,,A0E0L2I0M0H0T-2D0,,,33.90541067415654,,它是一个衡量电磁波功率分布的单位，表示每平方米上每赫兹的电磁波功率密度。它常用于描述无线电通讯系统的性能。,,
M2-HZ3,平方米立方赫兹,Square metres cubic Hertz,,,,A0E0L2I0M0H0T-3D0,,,33.90541067415654,,“Square metres cubic Hertz”不是一个常用的物理单位或货币单位，它的中文翻译也并不存在。可能是一个由其他单位组合而成的量纲，但没有具体的定义或用途。,,
M2-HZ4,平方米四次方赫兹,Square metres Hertz^4,,,,A0E0L2I0M0H0T-4D0,,,33.90541067415654,,,,
M2-K,平方米开尔文,Square Metre Kelvin,m2·K,,AreaTemperature,A0E0L2I0M0H1T0D0,1.0,M2-K,51.461260483757,,这是一个热阻系数的单位，用于表示单位面积上的温度差与单位时间内通过该面积的热量流量之间的比率。常用于描述建筑材料的隔热性能。,"(Square Meter Kelvin is a unit for Area Temperature expressed as (m^{2}-K).""",
